iteration,true_entropy,test_regret,norm post_avg-true,post_regret,perf_measure,std_proxy,mean_proxy,std_goal,mean_goal,cum_test_regret,cum_post_regret,time,time_query_chooser
-1,13.815510557964274,138.63944056510925,1.3541052490670915,1.1601822990967432e+75,inf,5.473058077456784,0.01659,5.470749651328196,-0.00972,,,0.0003614999999985713,0.0
0,12.756021976470947,120.57200172424317,1.1462611235979159,138.0043986034393,12.777575016021729,5.314480291152264,-0.25408,5.457631273283246,-0.16416,,,2.788867999999999,2.072787999999999
1,11.73998737335205,121.52613360404968,1.1738143110045027,120.9675354385376,11.769454956054688,5.218193264889653,-1.3724500000000002,5.311925591202022,-1.2475,,,2.5874299999999977,1.820352999999999
