greedy_discrete,,,,,,,,,,,,,
iteration,true_entropy,test_regret,norm post_avg-true,post_regret,perf_measure,std_proxy,mean_proxy,std_goal,mean_goal,cum_test_regret,cum_post_regret,time,time_query_chooser
-1,0.0,22.302218408845878,0.11388209211543619,8.203727711039064e+74,nan,0.01337603449210001,0.018603979413018064,0.003856273677395041,0.017804948750277265,22.302218408845878,8.203727711039064e+74,5.7629202665652374e-05,0.0
0,0.05155975706992306,24.736152629738598,0.04699933021263279,21.853175931411062,0.0013625233186601823,0.033358523286861,0.9369730536146702,0.022381207296687883,0.055635161543757555,47.03837103858447,8.203727711039064e+74,0.15039949103803785,0.13037776252874006
1,0.10059070322919247,15.289002831328531,0.002557379940790956,24.290629366949982,0.055086942528102756,0.10556370319101746,0.7082593652398818,0.08793183022709253,0.38006989488776927,62.32737386991301,8.203727711039064e+74,0.02004223460595443,0.014754490096238379
